Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлове приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Кімната,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кім. 11",48.8,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1 б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Тернопіль, вул. Гайова 2/2",100.0,,01.07.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Тернопільська обл., м. Кременець, вул. Б. Харчука, буд. 2А",15.8,,15.12.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Устинівський р-н, смт Устинівка вул. Ювілейна, буд. 6",20.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Центральна, буд. 31",23.31,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 69",8.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлова будівля,"Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 150",50.0,,01.07.2019,0,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлова будівля,"Черкаська обл., м. Черкаси, вул. Смілянська, буд. 23, оф. 35",16.0,,01.07.2019,0,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Львів, вул. І. Франка, буд. 16",113.1,,05.05.2006,17773,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Львів, просп. В. Чорновола, буд. 59",32.8,,17.03.2008,10754,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Львів, вул. І. Франка, буд. 16",96.0,,16.03.2010,110120,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Львівська обл., м. Стрий, вул. Нижанківського, буд. 5, оф. 1",36.0,,01.09.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Львівська обл., м. Червоноград, вул. Сокальська, буд. 16",60.1,,02.09.2021,448386,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Львівська обл., м. Дрогобич, вул. Юрія Дрогобича, буд. 4, оф. 1а",42.0,,01.11.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Долинський р-н, м. Долинська, вул. Нова, буд. 106, кв. 1",20.3,,01.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Новомиргородський р-н, м. Новомиргород, вул. Кірова (А. Гурічева), буд. 35, кв. 1",30.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"м. Кропивницький, бульв. Студентський, буд. 1Б",121.2,,19.02.2009,116250,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,01.01.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,01.05.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 69",10.0,,01.05.2021,0,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Центральна, буд. 31",23.31,,30.12.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Устинівський р-н, смт Устинівка вул. Ювілейна, буд. 6",20.0,,04.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50/2",27.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кімн. 11",48.8,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Київ, Спортивна площа 3, н\п з №1 по №16(групи приміщень№1)",150.0,,22.05.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"м. Київ, вул. Турівська, буд. 13, літера ""Б""",10.2,,01.04.2020,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",32.5,,01.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
